Fruit,fruit size (mm),Left Sensor Disp 2mm 1 (N),Left Sensor Disp 2mm 2 (N),Left Sensor Disp 2mm 3 (N),Left Sensor Disp 2mm 4 (N),Left Sensor Disp 2mm 5 (N),Left Sensor Disp 2mm 6 (N),Left Sensor Disp 2mm 7 (N),Left Sensor Disp 2mm 8 (N),Left Sensor Disp 2mm 9 (N),Left Sensor Disp 2mm 10 (N),Left Sensor Disp 2mm 11 (N),Left Sensor Disp 2mm 12 (N),Left Sensor Disp 2mm 13 (N),Left Sensor Disp 2mm 14 (N),Left Sensor Disp 2mm 15 (N),Right Sensor Disp 2mm 1 (N),Right Sensor Disp 2mm 2 (N),Right Sensor Disp 2mm 3 (N),Right Sensor Disp 2mm 4 (N),Right Sensor Disp 2mm 5 (N),Right Sensor Disp 2mm 6 (N),Right Sensor Disp 2mm 7 (N),Right Sensor Disp 2mm 8 (N),Right Sensor Disp 2mm 9 (N),Right Sensor Disp 2mm 10 (N),Right Sensor Disp 2mm 11 (N),Right Sensor Disp 2mm 12 (N),Right Sensor Disp 2mm 13 (N),Right Sensor Disp 2mm 14 (N),Right Sensor Disp 2mm 15 (N),Left Sensor Disp 4mm 1 (N),Left Sensor Disp 4mm 2 (N),Left Sensor Disp 4mm 3 (N),Left Sensor Disp 4mm 4 (N),Left Sensor Disp 4mm 5 (N),Left Sensor Disp 4mm 6 (N),Left Sensor Disp 4mm 7 (N),Left Sensor Disp 4mm 8 (N),Left Sensor Disp 4mm 9 (N),Left Sensor Disp 4mm 10 (N),Left Sensor Disp 4mm 11 (N),Left Sensor Disp 4mm 12 (N),Left Sensor Disp 4mm 13 (N),Left Sensor Disp 4mm 14 (N),Left Sensor Disp 4mm 15 (N),Right Sensor Disp 4mm 1 (N),Right Sensor Disp 4mm 2 (N),Right Sensor Disp 4mm 3 (N),Right Sensor Disp 4mm 4 (N),Right Sensor Disp 4mm 5 (N),Right Sensor Disp 4mm 6 (N),Right Sensor Disp 4mm 7 (N),Right Sensor Disp 4mm 8 (N),Right Sensor Disp 4mm 9 (N),Right Sensor Disp 4mm 10 (N),Right Sensor Disp 4mm 11 (N),Right Sensor Disp 4mm 12 (N),Right Sensor Disp 4mm 13 (N),Right Sensor Disp 4mm 14 (N),Right Sensor Disp 4mm 15 (N),Left Sensor Disp 6mm 1 (N),Left Sensor Disp 6mm 2 (N),Left Sensor Disp 6mm 3 (N),Left Sensor Disp 6mm 4 (N),Left Sensor Disp 6mm 5 (N),Left Sensor Disp 6mm 6 (N),Left Sensor Disp 6mm 7 (N),Left Sensor Disp 6mm 8 (N),Left Sensor Disp 6mm 9 (N),Left Sensor Disp 6mm 10 (N),Left Sensor Disp 6mm 11 (N),Left Sensor Disp 6mm 12 (N),Left Sensor Disp 6mm 13 (N),Left Sensor Disp 6mm 14 (N),Left Sensor Disp 6mm 15 (N),Right Sensor Disp 6mm 1 (N),Right Sensor Disp 6mm 2 (N),Right Sensor Disp 6mm 3 (N),Right Sensor Disp 6mm 4 (N),Right Sensor Disp 6mm 5 (N),Right Sensor Disp 6mm 6 (N),Right Sensor Disp 6mm 7 (N),Right Sensor Disp 6mm 8 (N),Right Sensor Disp 6mm 9 (N),Right Sensor Disp 6mm 10 (N),Right Sensor Disp 6mm 11 (N),Right Sensor Disp 6mm 12 (N),Right Sensor Disp 6mm 13 (N),Right Sensor Disp 6mm 14 (N),Right Sensor Disp 6mm 15 (N),Left Sensor Disp 8mm 1 (N),Left Sensor Disp 8mm 2 (N),Left Sensor Disp 8mm 3 (N),Left Sensor Disp 8mm 4 (N),Left Sensor Disp 8mm 5 (N),Left Sensor Disp 8mm 6 (N),Left Sensor Disp 8mm 7 (N),Left Sensor Disp 8mm 8 (N),Left Sensor Disp 8mm 9 (N),Left Sensor Disp 8mm 10 (N),Left Sensor Disp 8mm 11 (N),Left Sensor Disp 8mm 12 (N),Left Sensor Disp 8mm 13 (N),Left Sensor Disp 8mm 14 (N),Left Sensor Disp 8mm 15 (N),Right Sensor Disp 8mm 1 (N),Right Sensor Disp 8mm 2 (N),Right Sensor Disp 8mm 3 (N),Right Sensor Disp 8mm 4 (N),Right Sensor Disp 8mm 5 (N),Right Sensor Disp 8mm 6 (N),Right Sensor Disp 8mm 7 (N),Right Sensor Disp 8mm 8 (N),Right Sensor Disp 8mm 9 (N),Right Sensor Disp 8mm 10 (N),Right Sensor Disp 8mm 11 (N),Right Sensor Disp 8mm 12 (N),Right Sensor Disp 8mm 13 (N),Right Sensor Disp 8mm 14 (N),Right Sensor Disp 8mm 15 (N)
4,68.70796405,1.278125,1.249375,1.28125,1.98875,2.955,2.034375,4.100625,4.989375,4.134375,1.573125,2.20875,1.715625,1.254375,1.653125,1.093125,2.440625,1.68125,1.369375,3.9475,4.289375,1.338125,3.928125,3.68125,1.849375,1.409375,1.515625,1.295,1.325625,1.51625,1.255,1.278125,1.24,1.288125,2.001875,2.973125,2.041875,4.084375,4.978125,4.130625,1.5675,2.20125,1.71375,1.254375,1.653125,1.091875,2.435625,1.6775,1.389375,3.940625,4.275,1.345625,3.920625,3.68125,1.846875,1.418125,1.51875,1.3,1.32375,1.51625,1.253125,1.279375,1.241875,1.284375,2.0275,3.00375,2.06875,4.109375,4.980625,4.1425,1.585,2.214375,1.730625,1.2475,1.65375,1.09375,2.459375,1.6975,1.39,3.94625,4.28875,1.355625,3.941875,3.720625,1.884375,1.4325,1.529375,1.295,1.3275,1.524375,1.24875,1.2925,1.256875,1.298125,2.345625,3.375625,2.586875,4.426875,5.065,4.315,2.10375,2.6575,2.1875,1.25125,1.66625,1.091875,2.808125,2.16875,1.4025,4.09375,4.56125,1.6375,4.32375,4.290625,2.5175,1.556875,1.611875,1.296875,1.3275,1.525625,1.243125
4,65.0766895,1.271875,1.2575,1.306875,2.53625,3.678125,2.345,2.826875,4.434375,3.96125,3.15,4.670625,3.42625,1.258125,1.855625,1.168125,2.706875,1.029375,1.378125,3.0825,1.655,1.063125,4.264375,3.205,1.525,2.986875,2.81,1.409375,1.320625,1.520625,1.259375,1.27125,1.2575,1.299375,2.53375,3.67625,2.3425,2.82375,4.424375,3.96375,3.1525,4.659375,3.419375,1.258125,1.859375,1.17375,2.693125,1.03125,1.37875,3.066875,1.653125,1.068125,4.24875,3.2,1.519375,2.996875,2.806875,1.410625,1.315,1.518125,1.249375,1.274375,1.255625,1.296875,2.5325,3.680625,2.33875,2.826875,4.42,3.96,3.14875,4.66,3.428125,1.255625,1.856875,1.178125,2.696875,1.020625,1.389375,3.069375,1.648125,1.06125,4.24,3.190625,1.525,2.994375,2.818125,1.409375,1.32125,1.519375,1.256875,1.290625,1.2675,1.31,2.978125,3.979375,2.806875,3.338125,4.565,4.1725,3.82875,4.928125,3.809375,1.3225,2.594375,1.50375,3.24625,1.108125,1.390625,3.31375,2.060625,1.308125,4.3775,3.613125,2.131875,3.4125,3.41125,1.70375,1.31625,1.51875,1.23375
4,64.96881678,1.36625,1.793125,1.394375,2.50875,3.93875,3.115625,3.58125,4.635625,4.005625,2.46875,4.230625,2.92375,1.25375,1.685625,1.104375,3.506875,1.281875,1.39375,3.245625,2.158125,1.166875,4.215625,3.130625,1.445,1.78,1.655625,1.30625,1.331875,1.52375,1.24,1.36625,1.791875,1.39375,2.5075,3.929375,3.11125,3.585,4.630625,4.005,2.47,4.22375,2.915,1.24875,1.686875,1.099375,3.501875,1.28875,1.39375,3.2325,2.150625,1.16875,4.200625,3.133125,1.45,1.779375,1.655,1.30625,1.33125,1.53125,1.255,1.371875,1.8,1.389375,2.519375,3.943125,3.120625,3.579375,4.626875,4.01,2.475,4.225,2.924375,1.253125,1.6925,1.094375,3.5025,1.285,1.39375,3.23,2.14875,1.175,4.19,3.131875,1.453125,1.795,1.644375,1.306875,1.340625,1.5325,1.2575,1.60625,2.15,1.6375,3.103125,4.185625,3.570625,3.913125,4.72625,4.205625,3.054375,4.68,3.494375,1.248125,1.776875,1.124375,3.78125,1.71875,1.510625,3.408125,2.611875,1.821875,4.410625,3.734375,1.925625,2.095625,1.97375,1.335625,1.340625,1.533125,1.2425
4,66.21360324,1.28,1.249375,1.290625,1.308125,1.408125,1.305625,3.234375,4.111875,1.809375,3.735625,4.82375,3.488125,2.9325,3.21875,1.19125,1.453125,1.010625,1.378125,1.21375,1.42875,1.079375,3.10875,1.621875,1.356875,4.639375,3.8825,1.320625,3.313125,1.766875,1.235,1.293125,1.251875,1.294375,1.311875,1.395,1.2975,3.22375,4.106875,1.8025,3.72125,4.815625,3.4775,2.92875,3.198125,1.185625,1.458125,1.0075,1.3725,1.190625,1.42,1.07625,3.103125,1.60875,1.354375,4.628125,3.876875,1.31375,3.313125,1.766875,1.23375,1.293125,1.2525,1.294375,1.315625,1.401875,1.291875,3.323125,4.134375,1.809375,3.785625,4.825625,3.538125,3.03875,3.311875,1.2225,1.4625,0.996875,1.369375,1.233125,1.42125,1.06125,3.176875,1.63,1.355625,4.646875,3.98875,1.3225,3.386875,1.81625,1.243125,1.318125,1.24875,1.296875,1.361875,1.423125,1.299375,3.8975,4.505,2.31125,4.16125,4.968125,3.98875,3.855,4.349375,1.85,1.495625,1.01125,1.37875,1.416875,1.404375,1.079375,3.63,1.71875,1.346875,4.79125,4.82,1.381875,3.970625,2.391875,1.243125
4,66.92081696,1.2675,1.2425,1.41125,1.274375,1.466875,3.59875,1.35625,1.38,3.92875,1.32125,1.520625,3.558125,1.256875,1.639375,1.12875,2.53,2.543125,2.128125,3.050625,4.56625,3.809375,1.8175,3.1825,2.53125,1.368125,1.515,1.300625,1.323125,1.525,1.258125,1.27125,1.240625,1.418125,1.2675,1.4725,3.605625,1.355625,1.386875,3.920625,1.320625,1.5275,3.566875,1.25,1.640625,1.128125,2.51625,2.53375,2.1175,3.030625,4.548125,3.7975,1.810625,3.17625,2.5225,1.3625,1.509375,1.295625,1.315625,1.511875,1.239375,1.2675,1.24625,1.429375,1.271875,1.4875,3.63375,1.361875,1.380625,3.92125,1.328125,1.535,3.60875,1.25875,1.6475,1.134375,2.53625,2.55,2.135625,3.045,4.5575,3.80125,1.846875,3.18875,2.53625,1.36375,1.50875,1.29625,1.32625,1.515625,1.25375,1.26625,1.365625,2.148125,1.270625,2.083125,4.07625,1.365625,1.515,4.11,1.330625,1.768125,4.143125,1.25125,1.7025,1.50125,3.15,2.985625,2.465,3.5875,4.739375,4.16875,2.6725,3.8325,3.1125,1.365,1.534375,1.299375,1.313125,1.51625,1.255
4,68.95417693,1.271875,1.25125,1.30875,1.27125,1.3775,1.530625,1.450625,3.791875,4.118125,2.05125,4.736875,4.08875,1.256875,1.6575,1.29125,1.395625,1.03,1.394375,2.20375,2.328125,1.10875,4.329375,5.293125,2.769375,1.87625,2.769375,1.655625,1.313125,1.5,1.2525,1.2725,1.25875,1.3075,1.27,1.3775,1.534375,1.45,3.791875,4.118125,2.0575,4.7275,4.075625,1.2525,1.65625,1.289375,1.38875,1.0075,1.39625,2.18625,2.32375,1.111875,4.31875,5.27125,2.760625,1.875625,2.7825,1.656875,1.315,1.5175,1.248125,1.270625,1.255,1.29625,1.27125,1.378125,1.57125,1.465625,3.8425,4.14625,2.138125,4.76125,4.108125,1.258125,1.664375,1.315625,1.393125,1.026875,1.403125,2.23375,2.371875,1.096875,4.3625,5.301875,2.835,1.930625,2.82375,1.68125,1.311875,1.5075,1.2425,1.271875,1.251875,1.314375,1.270625,1.4025,1.934375,1.559375,4.19875,4.27625,2.908125,5.01,4.27375,1.266875,1.700625,1.62625,1.388125,1.0375,1.41,2.590625,2.736875,1.174375,4.634375,5.450625,3.405625,2.426875,3.281875,1.876875,1.31375,1.504375,1.2475
4,68.29985695,1.28375,1.241875,1.28,1.69125,2.151875,1.53375,3.981875,4.66875,3.715625,2.965625,4.516875,3.034375,1.256875,1.664375,1.104375,2.2825,1.465,1.445,4.16,4.63125,2.051875,2.76625,2.314375,1.37,1.380625,1.499375,1.29,1.3375,1.53,1.254375,1.266875,1.253125,1.295,1.6925,2.16,1.54375,3.961875,4.66875,3.700625,2.955625,4.513125,3.030625,1.255,1.6625,1.105,2.270625,1.474375,1.449375,4.1475,4.618125,2.05125,2.765625,2.3275,1.355,1.379375,1.499375,1.28875,1.335625,1.53,1.261875,1.285,1.250625,1.290625,1.695,2.173125,1.551875,3.9625,4.653125,3.705625,2.961875,4.505,3.026875,1.24875,1.65625,1.094375,2.2725,1.469375,1.434375,4.139375,4.60625,2.0625,2.765,2.3275,1.369375,1.38,1.500625,1.29375,1.329375,1.53125,1.263125,1.281875,1.255625,1.296875,1.996875,2.586875,2.005,4.2725,4.77625,4.0625,3.529375,4.816875,3.525625,1.248125,1.670625,1.10375,2.745625,1.908125,1.564375,4.285625,4.903125,2.711875,3.190625,2.721875,1.436875,1.384375,1.5025,1.288125,1.34,1.533125,1.2575
4,65.00636903,1.289375,1.3625,1.31875,2.703125,4.021875,2.709375,2.998125,4.485625,4.054375,2.92625,4.489375,3.14,1.254375,1.831875,1.13375,3.23375,1.10375,1.36875,3.198125,1.915,1.101875,4.24125,3.2325,1.5,2.365625,2.1075,1.3375,1.328125,1.518125,1.24,1.2825,1.361875,1.315,2.700625,4.0175,2.7025,2.99125,4.475,4.05375,2.92125,4.48,3.143125,1.250625,1.835,1.129375,3.224375,1.09375,1.37875,3.188125,1.9025,1.103125,4.240625,3.230625,1.50625,2.355625,2.11,1.338125,1.328125,1.519375,1.243125,1.28375,1.3625,1.315,2.7025,4.01125,2.705625,2.985625,4.4825,4.05125,2.93125,4.48,3.1425,1.25,1.834375,1.1375,3.214375,1.105,1.3775,3.178125,1.914375,1.109375,4.240625,3.2175,1.490625,2.36875,2.110625,1.348125,1.333125,1.52375,1.25625,1.32375,1.475,1.36125,3.225,4.32125,3.225625,3.45875,4.6075,4.238125,3.50125,4.81625,3.63375,1.26875,2.345,1.33875,3.62125,1.336875,1.4125,3.368125,2.385,1.583125,4.38625,3.7025,2.068125,2.72875,2.6725,1.445625,1.334375,1.519375,1.256875
4,64.96467943,1.285625,1.283125,1.2975,2.710625,3.915,2.565625,2.86375,4.46625,4.04875,3.155,4.6275,3.359375,1.254375,1.9125,1.176875,3.065625,1.068125,1.381875,3.16625,1.814375,1.086875,4.2725,3.270625,1.546875,2.736875,2.515,1.380625,1.324375,1.515,1.24625,1.26375,1.2725,1.30875,2.709375,3.905,2.564375,2.865,4.456875,4.044375,3.14125,4.626875,3.359375,1.253125,1.911875,1.178125,3.043125,1.06375,1.369375,3.159375,1.820625,1.079375,4.24625,3.255,1.550625,2.735,2.519375,1.37875,1.335625,1.510625,1.248125,1.285,1.2825,1.311875,2.704375,3.915,2.56625,2.866875,4.44875,4.049375,3.155625,4.626875,3.365625,1.258125,1.916875,1.17625,3.051875,1.068125,1.38875,3.15125,1.820625,1.095,4.24125,3.256875,1.555,2.74,2.5175,1.376875,1.326875,1.516875,1.239375,1.286875,1.32375,1.32,3.17,4.245625,3.0625,3.330625,4.581875,4.23875,3.77,4.89125,3.759375,1.29375,2.6175,1.475,3.520625,1.215,1.394375,3.36875,2.2725,1.51625,4.383125,3.676875,2.16125,3.131875,3.101875,1.5675,1.33125,1.515,1.255
4,67.08949347,1.265,1.25,1.95625,1.27,3.239375,4.130625,1.365625,1.89,4.1075,1.32125,1.494375,2.1525,1.251875,1.64875,1.09375,1.533125,2.24,2.61625,1.695625,3.863125,2.92,2.753125,4.9775,2.955625,1.38375,1.900625,1.3925,1.3125,1.506875,1.231875,1.27,1.24125,1.960625,1.266875,3.251875,4.1225,1.3625,1.904375,4.1075,1.32125,1.486875,2.163125,1.25375,1.651875,1.08625,1.548125,2.22625,2.6,1.701875,3.846875,2.90625,2.741875,4.963125,2.925,1.38,1.904375,1.39625,1.315,1.495,1.239375,1.2725,1.25125,1.97375,1.266875,3.266875,4.11625,1.365,1.905625,4.10875,1.32375,1.490625,2.16625,1.2575,1.655625,1.094375,1.5325,2.223125,2.5975,1.698125,3.824375,2.8925,2.73,4.94375,2.926875,1.3825,1.89875,1.384375,1.299375,1.5,1.248125,1.260625,1.283125,2.563125,1.311875,3.945,4.2325,1.3625,2.379375,4.25625,1.32625,1.5,2.786875,1.2575,1.655,1.093125,2.098125,2.9475,3.095,2.563125,4.109375,3.400625,3.47625,5.209375,3.605,1.419375,2.248125,1.5725,1.31125,1.505625,1.24
5,49.9804909,2.264375,3.51,2.009375,3.564375,4.586875,2.99625,2.84375,4.353125,2.17375,1.31375,1.5775,1.246875,1.244375,1.63375,1.076875,1.350625,1.0825,1.455,1.59625,3.614375,2.449375,3.346875,4.71875,3.289375,2.25375,4.23,2.3875,1.286875,1.485,1.240625,2.266875,3.504375,2.003125,3.559375,4.57125,2.985625,2.846875,4.35,2.1725,1.31375,1.576875,1.25,1.244375,1.635625,1.085,1.34875,1.088125,1.453125,1.583125,3.610625,2.445625,3.311875,4.7,3.270625,2.246875,4.216875,2.38125,1.284375,1.48375,1.231875,2.34875,3.575,2.104375,3.605625,4.585,3.0975,2.929375,4.41125,2.31,1.32,1.616875,1.258125,1.24125,1.6325,1.0875,1.345625,1.101875,1.469375,1.66125,3.693125,2.534375,3.40875,4.710625,3.35375,2.314375,4.318125,2.445,1.28,1.47625,1.24,2.89,3.88,2.624375,3.886875,4.66125,3.611875,3.429375,4.678125,2.873125,1.349375,1.96125,1.2975,1.24125,1.638125,1.083125,1.38375,1.39875,1.66,2.123125,4.14,3.06375,3.846875,4.8625,3.805,2.815,4.86,2.905625,1.273125,1.519375,1.25
5,48.7090289,1.449375,1.615625,1.33125,3.11875,4.281875,2.871875,3.970625,4.654375,3.263125,3.313125,3.826875,1.62125,1.23375,1.62125,1.079375,1.349375,1.039375,1.3825,1.63375,3.595625,1.666875,3.51125,4.88875,3.13125,2.611875,4.766875,2.67,1.34125,1.925,1.274375,1.45,1.6175,1.32625,3.1125,4.28,2.863125,3.96125,4.645,3.261875,3.304375,3.8075,1.62375,1.24125,1.630625,1.075625,1.34625,1.028125,1.375625,1.615625,3.589375,1.675,3.49,4.863125,3.115625,2.611875,4.741875,2.663125,1.3475,1.91625,1.27375,1.460625,1.63125,1.32875,3.130625,4.279375,2.88375,3.965625,4.64375,3.27375,3.3275,3.83375,1.630625,1.25,1.628125,1.079375,1.3575,1.043125,1.385625,1.636875,3.59875,1.661875,3.50625,4.86625,3.126875,2.6225,4.749375,2.68,1.345625,1.9225,1.279375,1.800625,2.151875,1.535,3.529375,4.489375,3.458125,4.2825,4.75,3.74125,3.985,4.44875,1.989375,1.30875,1.751875,1.0775,1.38,1.199375,1.425,2.154375,4.26,2.239375,4.01125,5.040625,3.6675,3.25375,5.06125,3.294375,1.47125,2.44375,1.376875
5,48.9681777,1.291875,1.340625,1.284375,3.12,4.206875,2.460625,4.00875,4.816875,3.055,2.458125,4.2,1.72125,1.238125,1.6325,1.084375,1.384375,1.373125,1.81625,1.78625,3.95375,3.5025,2.59875,4.536875,3.806875,1.760625,3.7525,2.076875,1.29125,1.506875,1.240625,1.290625,1.346875,1.274375,3.108125,4.191875,2.4575,4.0025,4.809375,3.038125,2.47,4.17375,1.715,1.23625,1.631875,1.083125,1.3875,1.378125,1.815,1.784375,3.928125,3.48875,2.5925,4.518125,3.78,1.76,3.735,2.074375,1.30375,1.49875,1.24,1.28875,1.345625,1.281875,3.115625,4.195625,2.461875,4.0025,4.80125,3.04375,2.484375,4.1925,1.719375,1.24375,1.634375,1.069375,1.384375,1.390625,1.81125,1.799375,3.92,3.485625,2.59875,4.508125,3.775625,1.771875,3.749375,2.075625,1.305,1.5075,1.225625,1.483125,1.686875,1.360625,3.581875,4.46,2.944375,4.29375,4.878125,3.468125,3.261875,4.72625,2.11875,1.249375,1.6725,1.083125,1.48,1.79625,2.274375,2.46,4.270625,3.883125,3.118125,4.7,4.1075,2.15625,4.529375,2.68125,1.298125,1.598125,1.26125
5,49.24308154,1.46625,1.32625,1.259375,3.610625,3.8175,1.5825,4.296875,4.765625,2.391875,2.64375,4.005,1.465625,1.2425,1.630625,1.079375,1.38375,1.699375,1.93375,1.445,4.800625,3.065625,2.101875,4.96,2.490625,1.55125,3.368125,1.589375,1.308125,1.494375,1.225625,1.468125,1.31375,1.260625,3.603125,3.81125,1.579375,4.27,4.750625,2.376875,2.626875,3.9925,1.465625,1.244375,1.624375,1.07625,1.3825,1.714375,1.92,1.445625,4.776875,3.04625,2.08875,4.935625,2.484375,1.539375,3.359375,1.5725,1.304375,1.49875,1.225625,1.4925,1.331875,1.264375,3.624375,3.82625,1.6075,4.283125,4.74875,2.428125,2.654375,4.018125,1.485,1.2425,1.63125,1.081875,1.385,1.7425,1.971875,1.469375,4.7825,3.07625,2.124375,4.929375,2.509375,1.551875,3.393125,1.60375,1.30875,1.50375,1.231875,1.97875,1.66125,1.271875,3.90875,4.228125,2.084375,4.460625,4.86125,3.139375,3.1575,4.591875,1.75875,1.2475,1.645625,1.083125,1.455,2.23875,2.555625,1.840625,4.985,3.60625,2.555625,5.124375,3.068125,1.85125,4.1175,1.9325,1.308125,1.49375,1.22625
5,52.50845433,2.681875,3.701875,2.365625,3.359375,4.595625,2.768125,1.813125,2.6925,1.3,1.315625,1.45875,1.250625,1.241875,1.6325,1.08375,1.3475,1.013125,1.38875,1.690625,3.408125,2.206875,3.238125,5.101875,3.500625,1.495,2.270625,1.67125,1.2825,1.46625,1.225625,2.668125,3.693125,2.36375,3.343125,4.585625,2.77375,1.816875,2.69625,1.291875,1.315,1.465625,1.26,1.24625,1.644375,1.089375,1.348125,1.014375,1.385,1.696875,3.409375,2.20125,3.215625,5.075,3.476875,1.483125,2.255,1.663125,1.28125,1.478125,1.235,2.7625,3.745,2.435,3.4175,4.6,2.86375,1.891875,2.800625,1.31375,1.318125,1.453125,1.245625,1.245625,1.64,1.07875,1.351875,1.039375,1.398125,1.776875,3.50625,2.290625,3.33,5.0975,3.546875,1.524375,2.37625,1.701875,1.279375,1.468125,1.23125,3.23375,4.050625,2.9625,3.8425,4.679375,3.475,2.449375,3.5225,1.66125,1.304375,1.4525,1.250625,1.241875,1.6475,1.078125,1.355625,1.12875,1.438125,2.406875,4.134375,2.895625,4.028125,5.280625,4.02375,1.94125,3.148125,1.9725,1.275625,1.461875,1.23125
5,49.46140252,2.216875,2.780625,1.86625,3.553125,4.500625,3.305625,3.678125,4.436875,2.541875,1.733125,2.32375,1.2575,1.233125,1.63,1.079375,1.36,1.05375,1.396875,1.9725,3.803125,1.999375,3.160625,4.68375,3.351875,2.31875,4.52,2.26375,1.299375,1.52625,1.226875,2.22375,2.781875,1.868125,3.53875,4.5,3.29625,3.671875,4.426875,2.5325,1.7225,2.311875,1.258125,1.244375,1.635625,1.079375,1.36,1.0525,1.389375,1.96625,3.8,1.998125,3.15,4.658125,3.335625,2.31375,4.491875,2.261875,1.291875,1.524375,1.231875,2.3,2.84625,1.920625,3.576875,4.506875,3.359375,3.72625,4.45,2.600625,1.800625,2.403125,1.26125,1.231875,1.635625,1.07,1.37,1.08375,1.40125,2.045,3.863125,2.04625,3.21375,4.660625,3.4025,2.37,4.556875,2.32375,1.29,1.531875,1.235,2.889375,3.32,2.40375,3.851875,4.5875,3.786875,4.115,4.6425,3.18,2.41875,3.1275,1.36375,1.24,1.63,1.071875,1.398125,1.266875,1.45625,2.67875,4.391875,2.478125,3.79375,4.8425,3.8875,2.953125,5.02625,2.885,1.32,1.77875,1.23875
5,50.61860352,2.776875,3.22875,2.345,3.71875,4.533125,3.46,2.5375,3.855,2.198125,1.3125,1.485625,1.245,1.236875,1.6325,1.076875,1.345625,1.044375,1.3875,1.42625,3.196875,1.990625,3.27,4.864375,3.55625,2.391875,4.378125,2.355,1.2875,1.484375,1.236875,2.776875,3.220625,2.336875,3.70125,4.52875,3.45625,2.5325,3.84125,2.190625,1.319375,1.485625,1.241875,1.23375,1.629375,1.08,1.344375,1.04375,1.4025,1.436875,3.19125,1.993125,3.240625,4.845625,3.53375,2.370625,4.369375,2.345,1.2925,1.485625,1.234375,2.83375,3.2875,2.436875,3.748125,4.533125,3.525,2.65375,3.945,2.27125,1.3225,1.49125,1.243125,1.24125,1.631875,1.075625,1.355,1.063125,1.4025,1.50875,3.3275,2.070625,3.353125,4.8575,3.614375,2.475,4.435,2.4325,1.288125,1.481875,1.238125,3.246875,3.70875,3.103125,3.986875,4.61125,3.92625,3.491875,4.445625,2.82125,1.409375,1.643125,1.240625,1.246875,1.636875,1.0875,1.37625,1.25875,1.470625,2.028125,4.07875,2.651875,3.944375,5.035,4.043125,3.171875,4.89375,2.995625,1.28125,1.504375,1.24875
5,51.17112361,1.686875,2.408125,1.64625,3.44,4.6575,3.15,3.31625,4.341875,2.355,1.331875,1.533125,1.243125,1.235,1.636875,1.071875,1.346875,1.004375,1.388125,1.231875,2.730625,1.47125,3.3775,4.715625,3.4175,2.4525,4.521875,2.598125,1.273125,1.486875,1.23375,1.678125,2.41875,1.660625,3.431875,4.655,3.14125,3.30625,4.328125,2.3475,1.3325,1.534375,1.243125,1.235625,1.63125,1.08,1.346875,1.00375,1.388125,1.23125,2.71125,1.4575,3.360625,4.693125,3.39375,2.44875,4.5075,2.59625,1.28,1.485,1.233125,1.751875,2.48375,1.714375,3.495625,4.651875,3.235,3.401875,4.39375,2.434375,1.344375,1.57375,1.241875,1.240625,1.63875,1.075,1.34625,1.010625,1.37375,1.263125,2.815625,1.54,3.434375,4.71625,3.476875,2.539375,4.57875,2.68,1.280625,1.48625,1.2425,2.2875,3.0175,2.160625,3.858125,4.735,3.7275,3.95875,4.669375,3.001875,1.558125,2.0525,1.26875,1.240625,1.6375,1.08,1.349375,1.03125,1.40375,1.68875,3.521875,2.185,3.969375,4.89625,3.948125,3.30625,5.03625,3.326875,1.289375,1.514375,1.299375
5,53.16402784,1.851875,3.618125,1.919375,3.54,4.560625,3.05375,1.99375,2.84,1.628125,1.315,1.465,1.25,1.244375,1.6425,1.078125,1.346875,1.014375,1.385,1.441875,3.295,1.815625,3.68,5.000625,3.6775,2.059375,2.7475,1.74375,1.2725,1.4775,1.2175,1.85375,3.603125,1.913125,3.531875,4.546875,3.040625,2.001875,2.845,1.635,1.31375,1.458125,1.234375,1.2325,1.636875,1.079375,1.349375,1.024375,1.388125,1.453125,3.29625,1.8225,3.656875,4.9875,3.655625,2.045625,2.734375,1.743125,1.271875,1.476875,1.225625,1.8575,3.6075,1.925625,3.54,4.540625,3.060625,2.020625,2.873125,1.645,1.3175,1.453125,1.246875,1.231875,1.63625,1.079375,1.339375,1.030625,1.37875,1.475,3.31125,1.84,3.6775,4.978125,3.66875,2.06125,2.735625,1.745625,1.274375,1.478125,1.234375,2.103125,3.855625,2.304375,3.843125,4.614375,3.523125,2.555625,3.43625,2.07125,1.30125,1.4425,1.2475,1.2475,1.64625,1.084375,1.345625,1.094375,1.41375,1.9875,3.998125,2.44375,4.1475,5.13875,4.125,2.444375,3.31125,2.0775,1.275,1.45875,1.216875
